,ASSETID,the_geom,INT_ID_FRO,INT_ID_TO,STNUM,MAPSHEET,ID,ADRF,ADRT,ZIP_R,ADLF,ADLT,ZIP_L,TDIR,STNAME,STSFX,SFXDIR,STNAME_A,STSFX_A,SECT_ID,SHAPE_Leng,SYMBOL,STREET_DES,PLANNING_S,TOOLTIP
34,202,"MULTILINESTRING ((-118.32138719851677 34.00722866157688, -118.32138642330476 34.00545964512311))",5132,4843,1235,114B189,8672,4201,4299,90008,4200,4298,90008,S,4TH,AVE,,,,6241200,643.781228174,3,Collector Street,,4TH AVE  \nStreet Designation: Collector Street
35,203,"MULTILINESTRING ((-118.31821599339324 34.00547165380279, -118.3182136274527 34.004393099290105, -118.31821208216317 34.003689104136384))",5131,5147,9175,114B189,8707,4301,4399,90008,4300,4398,90008,S,ARLINGTON,AVE,,,,0240100,648.707351841,2,Secondary Highway,,ARLINGTON AVE  \nStreet Designation: Secondary Highway
36,204,"MULTILINESTRING ((-118.30673883158708 34.00279903958971, -118.30832961437045 34.002802299386595, -118.30891592752641 34.00280349929757))",4873,4871,1069,111B193,8716,1601,1699,90062,1600,1698,90062,W,45TH,ST,,,,6531600,659.8605813080001,4,Local Street,,45TH ST  \nStreet Designation: Local Street
37,205,"MULTILINESTRING ((-118.25831899926582 34.0224108468231, -118.25639594019356 34.02155817224831))",5410,5420,1138,120A209,9287,900,1098,90011,901,1099,90011,E,24TH,ST,,,,6433700,660.198575095,4,Local Street,,24TH ST  \nStreet Designation: Local Street
38,206,"MULTILINESTRING ((-118.26063174851278 34.018981079650764, -118.26062745927142 34.01897910959015, -118.2586222496306 34.01805828782227))",5461,5460,1115,118-5A209,9327,800,898,90011,801,899,90011,E,28TH,ST,,,,6453700,695.40870478,4,Local Street,,28TH ST  \nStreet Designation: Local Street
39,207,"MULTILINESTRING ((-118.24452844884874 34.00916809181225, -118.24329797987158 34.0090258962934))",5562,5563,1078,115-5A213,9420,1600,1698,90011,1601,1699,90011,E,40TH,PL,,,,6504900,376.48953527599997,4,Local Street,,40TH PL  \nStreet Designation: Local Street
40,208,"MULTILINESTRING ((-118.24513448064631 34.005620753807854, -118.24457241172765 34.00557156241914, -118.24401042770316 34.005522378260935))",5606,5607,1070,114A213,9457,1616,1648,90011,1617,1649,90011,E,43RD,ST,,,,6524600,342.555196463,4,Local Street,,43RD ST  \nStreet Designation: Local Street
41,209,"MULTILINESTRING ((-118.26805560264201 34.01454989777686, -118.26928736198025 34.012621277929576, -118.26961034119378 34.012115560984135))",5849,5536,2085,117A205,9786,3601,3799,90011,3600,3798,90011,S,TRINITY,ST,,,,5377800,1003.40731561,4,Local Street,,TRINITY ST  \nStreet Designation: Local Street
42,210,"MULTILINESTRING ((-118.26525547977317 34.01277576370262, -118.26525502296738 34.012619137875824, -118.2652530762985 34.0119511392354))",5526,5540,9090,115-5A207,9795,3701,3799,90011,3700,3798,90011,S,AVALON,BLVD,,,,0287700,300.09844423,1,Major Highway - Class II,,AVALON BLVD  \nStreet Designation: Major Highway - Class II
43,211,"MULTILINESTRING ((-118.27177710922477 34.002030124811164, -118.26960014462594 34.00204819862099))",5653,5654,1068,112-5A205,9500,200,398,90011,201,399,90011,E,46TH,ST,,,,6533100,659.857566496,4,Local Street,,46TH ST  \nStreet Designation: Local Street
44,213,"MULTILINESTRING ((-118.27177195453082 33.99926293709682, -118.26959157121262 33.9992861207594))",5700,5699,1064,111A205,9539,200,398,90011,201,399,90011,E,48TH,ST,,,,6540600,660.93665366,4,Local Street,,48TH ST  \nStreet Designation: Local Street
45,214,"MULTILINESTRING ((-118.28106107310606 34.017817986687824, -118.28161483917151 34.01711397505201))",5794,5800,6605,118-5A201,9717,3701,3729,90007,3700,3728,90007,S,FLOWER,ST,,,,2017300,306.270211158,2,Secondary Highway,,FLOWER ST  \nStreet Designation: Secondary Highway
46,215,"MULTILINESTRING ((-118.33736513997715 34.02557337843858, -118.33736497027549 34.025092498420726, -118.33736458493578 34.024026808882304))",4922,4931,2558,120B185,8958,3401,3599,90016,3400,3598,90016,S,SOMERSET,DR,,,,5031400,562.827630718,4,Local Street,,SOMERSET DR  \nStreet Designation: Local Street
47,216,"MULTILINESTRING ((-118.33986608828492 33.98715655240216, -118.33986924592831 33.98624561883571))",5232,5234,3196,105B181,8985,5901,5949,90043,5900,5948,90043,S,RIMPAU,BLVD,,,,4522200,331.509117772,4,Local Street,,RIMPAU BLVD  \nStreet Designation: Local Street
48,316,"MULTILINESTRING ((-118.32852044778723 34.03987578693815, -118.32973815611865 34.03987167045695))",7705,7706,1689,126B185,13196,4101,4149,90018,4100,4148,90018,W,WASHINGTON,BLVD,,,,5822000,368.916259896,0,,,
49,217,"MULTILINESTRING ((-118.33986924592831 33.98624561883571, -118.33987232689766 33.98534925066004))",5234,5236,3196,105B181,8989,5951,5999,90043,5950,5998,90043,S,RIMPAU,BLVD,,,,4522300,326.208443263,4,Local Street,,RIMPAU BLVD  \nStreet Designation: Local Street
50,218,"MULTILINESTRING ((-118.30892660359007 33.99507422635879, -118.3101411635372 33.995069085964055))",5244,5256,1056,108B193,9044,1801,1849,90062,1800,1848,90062,W,52ND,ST,,,,6558000,368.1611543,4,Local Street,,52ND ST  \nStreet Designation: Local Street
51,219,"MULTILINESTRING ((-118.33520293077875 33.984471818118415, -118.33855076276434 33.98444992138518))",991,5269,1043,105B185,9077,3601,3799,90043,3600,3798,90043,W,61ST,ST,,,,6595900,1014.95194268,4,Local Street,,61ST ST  \nStreet Designation: Local Street
52,220,"MULTILINESTRING ((-118.30674305237388 33.99914623260458, -118.30674428265601 33.998246714413))",4907,5310,6034,111B193,9128,4901,4999,90062,4900,4998,90062,S,HARVARD,BLVD,,,,2472800,327.353395479,4,Local Street,,HARVARD BLVD  \nStreet Designation: Local Street
53,221,"MULTILINESTRING ((-118.29372392915478 33.996869097181296, -118.29586904744876 33.99687525220246))",5328,5327,1058,111B197,9154,1101,1199,90037,1100,1198,90037,W,51ST,ST,,,,6553800,650.216348866,3,Collector Street,,51ST ST  \nStreet Designation: Collector Street
54,222,"MULTILINESTRING ((-118.25079607148221 34.02575494027584, -118.24978494085447 34.02528313291475))",5370,5372,1164,121-5A211,9254,1200,1298,90021,1201,1299,90021,E,18TH,ST,,,,6398500,351.21308147699995,4,Local Street,,18TH ST  \nStreet Designation: Local Street
55,223,"MULTILINESTRING ((-118.24305510383424 34.02453459513097, -118.24187332224894 34.02422792696881))",5384,5387,1179,120A213,9263,1600,1698,90021,1601,1699,90021,E,15TH,ST,,,,6383600,375.083143567,2,Secondary Highway,,15TH ST  \nStreet Designation: Secondary Highway
56,224,"MULTILINESTRING ((-118.28148977830656 34.001046569344005, -118.28141854368941 34.00026157787065, -118.28140686457161 34.00013292352335))",5973,5944,6605,112-5A201,10096,4701,4749,90037,4700,4748,90037,S,FLOWER,ST,,,,2018300,333.442872553,4,Local Street,,FLOWER ST  \nStreet Designation: Local Street
57,225,"MULTILINESTRING ((-118.27380556381749 34.016791950202, -118.27382910301809 34.016801378373195, -118.27383501622766 34.016803750736024, -118.27423272241245 34.01696301694723))",6034,5808,1090,118-5A203,10334,101,117,90007,100,116,90007,W,36TH,ST,,,,6485600,143.638323811,4,Local Street,,36TH ST  \nStreet Designation: Local Street
58,226,"MULTILINESTRING ((-118.27228403728787 34.02143210341581, -118.27338779338316 34.02192571886096))",6043,5413,1102,120A205,10371,141,199,90007,140,198,90007,W,31ST,ST,,,,6471500,379.651153562,4,Local Street,,31ST ST  \nStreet Designation: Local Street
59,227,"MULTILINESTRING ((-118.26524511923932 34.00918459877161, -118.2628233852704 34.00918426329621, -118.26113944089518 34.0092166292334))",5993,5558,1074,115-5A207,10175,600,828,90011,601,829,90011,E,41ST,ST,,,,6512700,1244.43584326,3,Collector Street,,41ST ST  \nStreet Designation: Collector Street
60,228,"MULTILINESTRING ((-118.3742858204677 34.060377165195156, -118.37577744524329 34.05948967355129))",6452,6456,2791,132B173,11084,951,999,90048,950,998,90048,S,SCHUMACHER,DR,,,,4873700,555.362141062,4,Local Street,,SCHUMACHER DR  \nStreet Designation: Local Street
61,229,"MULTILINESTRING ((-118.37577744524329 34.05948967355129, -118.3761739577974 34.059461641594964))",6456,6457,3875,132B173,11085,6721,6799,90048,6720,6798,90048,W,OLYMPIC,BLVD,,,,4050700,120.530583124,1,Major Highway - Class II,,OLYMPIC BLVD  \nStreet Designation: Major Highway - Class II
62,230,"MULTILINESTRING ((-118.38729788126533 34.04228190752331, -118.38761884293334 34.04110593153896))",6697,6713,3161,126B169,11333,2001,2299,90034,2000,2298,90034,S,ROBERTSON,BLVD,,,,4555200,438.868068066,2,Secondary Highway,,ROBERTSON BLVD  \nStreet Designation: Secondary Highway
63,231,"MULTILINESTRING ((-118.39109853755745 34.04027523432292, -118.39129314323907 34.0395624850778))",6718,6724,8275,126B169,11354,2401,2499,90034,2400,2498,90034,S,CANFIELD,AVE,,,,0917800,265.999513037,4,Local Street,,CANFIELD AVE  \nStreet Designation: Local Street
64,232,"MULTILINESTRING ((-118.35321280915082 34.04020195147975, -118.35357436359428 34.039287686835266))",6725,6726,3295,126B177,11356,2001,2099,90016,2000,2098,90016,S,REDONDO,BLVD,,,,4464600,350.28550316900004,2,Secondary Highway,,REDONDO BLVD  \nStreet Designation: Secondary Highway
65,233,"MULTILINESTRING ((-118.37490626844037 34.04880796134679, -118.37512646417697 34.04800428281441))",6927,6934,9330,129B173,11756,1601,1629,90035,1600,1628,90035,S,ALVIRA,ST,,,,0138300,299.984216191,4,Local Street,,ALVIRA ST  \nStreet Designation: Local Street
66,234,"MULTILINESTRING ((-118.36357069792412 34.046815965178716, -118.36456804005716 34.04700790295873))",6944,6943,3554,129B177,11785,5701,5749,90019,5700,5748,90019,W,PICKFORD,ST,,,,4289300,310.095678988,4,Local Street,,PICKFORD ST  \nStreet Designation: Local Street
67,235,"MULTILINESTRING ((-118.39061619008433 34.04796973965005, -118.39041200687579 34.047374147076205, -118.39037639123754 34.04726293155176, -118.39034310821015 34.04715121614886, -118.39031217685744 34.047039035156295, -118.39028360074929 34.04692641861921, -118.39025739553715 34.04681340656192, -118.39023355448813 34.046700031925056, -118.39021210011062 34.04658633041695, -118.39019302908997 34.04647233067332, -118.39017932140801 34.04637840174848))",6936,6666,5870,129B169,11790,1801,1899,90035,1800,1898,90035,S,HILLSBORO,AVE,,,,2609900,594.9277920569999,3,Collector Street,,HILLSBORO AVE  \nStreet Designation: Collector Street
68,236,"MULTILINESTRING ((-118.20486782650724 34.019917268414424, -118.20508362328083 34.01957760549051, -118.20509119549128 34.0195654304761, -118.20509835898886 34.01955339927349, -118.20510527130212 34.01954126831483, -118.20511192898665 34.01952903474358, -118.20511833207061 34.01951671000922, -118.20512446851937 34.01950429270103, -118.20513034865951 34.01949178852623, -118.2051359638974 34.019479197499514, -118.20514131941049 34.019466528199096, -118.20514640146281 34.019453786373106, -118.20515121864487 34.0194409705758, -118.20515576924845 34.019428085103655, -118.20516004297876 34.0194151371301, -118.20516405015184 34.01940212806876, -118.20516778047298 34.019389065093115, -118.20517123909852 34.01937594819438, -118.20517442088631 34.01936278310605, -118.20517732412836 34.01934957412453, -118.20517995226919 34.01933632410641, -118.2051823018926 34.0193230416446, -118.20518437470686 34.01930972244261, -118.20518617589289 34.019296376509914, -118.20518767796155 34.019283008186804, -118.20518890841278 34.01926961742649, -118.20518986211154 34.01925621282489, -118.20519053218307 34.0192427943936, -118.20519092036015 34.01922936785443, -118.20519102613429 34.01921572568741, -118.20519100472474 34.01921190018542, -118.20519083407264 34.01919206721296, -118.20518720971876 34.01876879680787))",6161,6244,1910,118-5A225,10662,1201,1299,90023,1200,1298,90023,S,VELASCO,ST,,,,5571900,439.510596554,4,Local Street,,VELASCO ST  \nStreet Designation: Local Street
69,237,"MULTILINESTRING ((-118.20100312145223 34.018797192419875, -118.20100004027425 34.018022296427496))",6177,6184,6821,118-5A227,10664,1301,1349,90023,1300,1348,90023,S,ESPERANZA,ST,,,,1837700,282.001804947,4,Local Street,,ESPERANZA ST  \nStreet Designation: Local Street
70,238,"MULTILINESTRING ((-118.26849897961456 34.004769434790425, -118.26849802611969 34.00437731684581, -118.26849789621836 34.00432288511593, -118.26849646983159 34.003862618369695))",5614,5629,7613,112-5A205,9928,4351,4399,90011,4350,4398,90011,S,CROCKER,ST,,,,1427600,330.009930919,4,Local Street,,CROCKER ST  \nStreet Designation: Local Street
71,239,"MULTILINESTRING ((-118.19280409024371 34.021118413246384, -118.19300992211473 34.0208004201334, -118.19311725358506 34.02063460254611))",6139,6148,3457,120A229,10636,1001,1099,90023,1000,1098,90023,S,PRADO,ST,,,,4364900,200.01362251400002,4,Local Street,,PRADO ST  \nStreet Designation: Local Street
72,240,"MULTILINESTRING ((-118.26958899272286 33.998378667929785, -118.26958640847323 33.99747314439425))",5717,6399,2863,111A205,10982,4901,4999,90011,4918,4998,90011,S,SAN PEDRO,ST,,,,4757900,329.539598657,2,Secondary Highway,,SAN PEDRO ST  \nStreet Designation: Secondary Highway
73,5786,"MULTILINESTRING ((-118.30159682571059 34.069009499914216, -118.30285157844165 34.06900134973282))",18901,18904,1239,135B193,31902,4051,4099,90020,4050,4098,90020,W,3RD,ST,,,,6231400,380.01531226099996,0,,,
74,241,"MULTILINESTRING ((-118.38880578303915 34.05708762207255, -118.38884540302925 34.05573213480419, -118.38885905847232 34.055265074056315))",6522,6523,1572,132B169,11152,1101,1199,90035,1100,1198,90035,S,WETHERLY,DR,,,,5940100,663.456891306,4,Local Street,,WETHERLY DR  \nStreet Designation: Local Street
75,242,"MULTILINESTRING ((-118.37498833960281 34.05509934617259, -118.37553802698596 34.05509180169603, -118.37616549065396 34.0550831924092))",6528,6529,3770,132B173,11159,6151,6163,90035,6150,6162,90035,W,PACKARD,ST,,,,4175200,356.609710688,3,Collector Street,,PACKARD ST  \nStreet Designation: Collector Street
76,243,"MULTILINESTRING ((-118.19853725657205 34.0188267281518, -118.19798656640741 34.01883039622236))",6175,6274,3875,118-5A227,10724,3658,3658,90023,3657,3669,90023,E,OLYMPIC,BLVD,,,,4035100,166.882718075,0,,,
77,244,"MULTILINESTRING ((-118.2066242350719 34.01875291972638, -118.20665246663086 34.018708902753396, -118.20667242735637 34.018678703644895, -118.20669301613424 34.018648799711535, -118.20671422954426 34.01861919811476, -118.20673606589547 34.01858991030656, -118.20677733349173 34.01853667566035))",6181,6188,4907,118-5A225,10728,1401,1409,90023,1400,1408,90023,S,LORENA,ST,,,,3302200,91.3980721082,1,Major Highway - Class II,,LORENA ST  \nStreet Designation: Major Highway - Class II
78,245,"MULTILINESTRING ((-118.21772231440437 34.02336592411014, -118.21801097423022 34.022902448381124, -118.21822385458685 34.022560648951746))",6111,6120,3839,120A221,10741,1401,1499,90023,1400,1498,90023,S,ORME,AVE,,,,4089800,330.118658661,4,Local Street,,ORME AVE  \nStreet Designation: Local Street
79,246,"MULTILINESTRING ((-118.3874578193622 34.052449579128364, -118.38750456844404 34.05081930746931))",6568,6584,7635,129B169,11223,1501,1599,90035,1500,1598,90035,S,CREST,DR,,,,1418900,593.456620316,4,Local Street,,CREST DR  \nStreet Designation: Local Street
80,247,"MULTILINESTRING ((-118.34586283587244 34.04773355374482, -118.34699973846178 34.04781417387625))",6646,6645,3552,129B181,11277,5001,5029,90019,5000,5028,90019,W,PICO,BLVD,,,,4301500,345.64747555099996,1,Major Highway - Class II,,PICO BLVD  \nStreet Designation: Major Highway - Class II
81,248,"MULTILINESTRING ((-118.20752186222117 34.02674297022073, -118.20773582604096 34.02639407162269))",6281,6280,6539,121-5A225,10759,1041,1099,90023,1040,1098,90023,S,FRESNO,ST,,,,2076600,142.565365283,4,Local Street,,FRESNO ST  \nStreet Designation: Local Street
82,249,"MULTILINESTRING ((-118.21179997302258 34.02720097264683, -118.21091738921014 34.02680698727725))",6223,6284,6467,121-5A223,10764,2830,2898,90023,2831,2899,90023,E,GARNET,ST,,,,2133300,303.437411301,4,Local Street,,GARNET ST  \nStreet Designation: Local Street
83,250,"MULTILINESTRING ((-118.20935338704317 34.025629390910915, -118.20890280246414 34.02542768976043, -118.20845260034599 34.02522615515292))",6220,6093,6467,121-5A223,10767,3046,3098,90023,3047,3099,90023,E,GARNET,ST,,,,2133000,309.89379963700003,4,Local Street,,GARNET ST  \nStreet Designation: Local Street
84,251,"MULTILINESTRING ((-118.2499301731438 33.99483318041708, -118.24775804757554 33.994835219273696))",6306,6307,1055,108B209,10803,1400,1498,90011,1407,1499,90011,E,53RD,ST,,,,6560900,658.415182188,4,Local Street,,53RD ST  \nStreet Designation: Local Street
85,252,"MULTILINESTRING ((-118.25644773027172 33.99429973416243, -118.25644680530525 33.99391641532602))",6313,1402,8079,108B209,10849,5301,5309,90011,5318,5398,90011,S,CENTRAL,AVE,,,,1053300,139.49793709600002,2,Secondary Highway,,CENTRAL AVE  \nStreet Designation: Secondary Highway
86,253,"MULTILINESTRING ((-118.26978643547113 34.02310038332294, -118.27088332394474 34.02359097721429))",6045,6047,1115,120A205,10379,101,139,90007,100,138,90007,W,28TH,ST,,,,6454200,377.291673211,4,Local Street,,28TH ST  \nStreet Designation: Local Street
87,254,"MULTILINESTRING ((-118.24979220950316 34.02689782506251, -118.24927877127567 34.02664806490124, -118.24917410672546 34.026606822555536, -118.248755645709 34.026441919127585))",6068,6052,1175,121-5A211,10427,1200,1298,90021,1201,1299,90021,E,16TH,ST,,,,6390400,355.54638883800004,2,Secondary Highway,,16TH ST  \nStreet Designation: Secondary Highway
88,256,"MULTILINESTRING ((-118.26392187820049 34.02583938053492, -118.26287802262543 34.02540601252406))",5739,5755,1143,121-5A207,10442,400,498,90011,401,429,90011,E,23RD,ST,,,,6426500,353.43563872199996,3,Collector Street,,23RD ST  \nStreet Designation: Collector Street
89,257,"MULTILINESTRING ((-118.1945559972317 34.02028964977944, -118.19402513993482 34.02017148889355, -118.19349379575542 34.02005321625608))",6155,6156,8779,118-5A229,10522,3730,3788,90023,3731,3789,90023,E,BESWICK,ST,,,,0570600,333.179008832,3,Collector Street,,BESWICK ST  \nStreet Designation: Collector Street
90,258,"MULTILINESTRING ((-118.19538623685514 34.02666113226541, -118.19571942464671 34.0261488490455, -118.19606360220554 34.02561965057754))",6217,6218,6821,121-5A227,10596,801,899,90023,800,898,90023,S,ESPERANZA,ST,,,,1836900,431.021043197,4,Local Street,,ESPERANZA ST  \nStreet Designation: Local Street
91,259,"MULTILINESTRING ((-118.23223282100732 34.03057651724668, -118.2299732304965 34.03059013953443))",9883,9477,2964,123A217,17093,2000,2098,90021,2001,2099,90021,E,SACRAMENTO,ST,,,,4671600,684.652630547,3,Collector Street,,SACRAMENTO ST  \nStreet Designation: Collector Street
92,260,"MULTILINESTRING ((-118.23226749374764 34.033575174208224, -118.23225312992648 34.0325867890035))",9898,9881,4594,123A217,17121,801,899,90021,800,898,90021,S,MATEO,ST,,,,3549300,359.719314219,2,Secondary Highway,,MATEO ST  \nStreet Designation: Secondary Highway
93,261,"MULTILINESTRING ((-118.23238929597922 34.049153068148634, -118.2319276719233 34.04909242201111))",9909,9226,8996,129A217,17157,740,798,90012,741,799,90012,E,BANNING,ST,,,,0424100,141.567720277,3,Collector Street,,BANNING ST  \nStreet Designation: Collector Street
94,262,"MULTILINESTRING ((-118.31424766820545 34.055849597905905, -118.31424247098533 34.05443661722559))",7460,7479,1485,132B189,12797,901,949,90019,900,948,90019,S,WILTON,PL,,,,6047900,514.213542737,2,Secondary Highway,,WILTON PL  \nStreet Designation: Secondary Highway
95,263,"MULTILINESTRING ((-118.3154523733923 34.05585029125165, -118.31544738493997 34.054436054875886))",7459,7480,1615,132B189,12799,901,937,90019,900,938,90019,S,WESTCHESTER,PL,,,,5882200,514.670323035,4,Local Street,,WESTCHESTER PL  \nStreet Designation: Local Street
96,264,"MULTILINESTRING ((-118.42745372504496 34.0058028679998, -118.42738802242089 34.00577158308468, -118.42738383645987 34.00576961428279, -118.42733093478063 34.00574572188414, -118.42727754045897 34.00572260690965, -118.42722367755213 34.00570026927348, -118.42716934266588 34.00567871757415, -118.42711457021186 34.00565796027636, -118.42705931885118 34.005637978920326, -118.42704299723711 34.0056323491357, -118.42700837468269 34.00561981135703))",11844,11849,4704,114B157,20134,3833,3851,90066,3832,3850,90066,S,MARCASEL,AVE,,,,3474000,150.64151923,0,,,
97,265,"MULTILINESTRING ((-118.43986700186407 34.00244896633342, -118.43914132102827 34.00149540002712, -118.43888080833933 34.00115306745647))",11870,11880,4577,111B153,20163,3755,3789,90066,3754,3788,90066,S,MAY,ST,,,,3561200,558.352729068,4,Local Street,,MAY ST  \nStreet Designation: Local Street
98,266,"MULTILINESTRING ((-118.25420245914172 34.05915291080135, -118.25525612220586 34.0579393986022))",8216,8975,8901,133-5A209,15540,101,199,90012,100,198,90012,S,BEAUDRY,AVE,,,,0479800,544.868080493,101,Modified Major Highway,Modified Street Designations,BEAUDRY AVE  \nStreet Designation: Modified Major Highway\nCity Planning: Modified Street Designations
99,7786,"MULTILINESTRING ((-118.38645365876062 34.051650584451906, -118.38647742462925 34.050822012337406))",6578,6583,4989,129B169,11222,1531,1599,90035,1530,1598,90035,S,LIVONIA,AVE,,,,3261100,301.61947912799997,0,,,
100,267,"MULTILINESTRING ((-118.28113326363088 34.03495729920339, -118.28292412811908 34.03573802323692))",9003,8995,1148,124-5A201,15571,1001,1099,90007,1000,1098,90007,W,22ND,ST,,,,6422000,612.472311734,4,Local Street,,22ND ST  \nStreet Designation: Local Street
101,268,"MULTILINESTRING ((-118.26904422526654 34.02850892242036, -118.27054348994983 34.02918403323037))",9644,9915,1143,121-5A205,17176,201,299,90007,200,298,90007,W,23RD,ST,,,,6427000,516.45452834,3,Collector Street,,23RD ST  \nStreet Designation: Collector Street
102,269,"MULTILINESTRING ((-118.25596039270482 34.029876915944854, -118.25488224428109 34.029357979682096, -118.25178033528987 34.027864856588884))",9859,9629,1175,123A209,17183,700,998,90021,701,999,90021,E,16TH,ST,,,,6390700,1462.9737891,2,Secondary Highway,,16TH ST  \nStreet Designation: Secondary Highway
103,270,"MULTILINESTRING ((-118.23667359610668 34.0306223168836, -118.23447638806351 34.03032047057728, -118.23444763493046 34.03032113896204, -118.23441945381738 34.03032596094377, -118.23439271236083 34.030334778839844, -118.23437053955851 34.03034591782147, -118.23435348223683 34.030357605029316, -118.23417509903382 34.03049951773135))",9819,9885,2964,123A215,17240,1700,1898,90021,1701,1899,90021,E,SACRAMENTO,ST,,,,4671800,790.17877435,3,Collector Street,,SACRAMENTO ST  \nStreet Designation: Collector Street
104,271,"MULTILINESTRING ((-118.29456531244178 33.7315237945448, -118.29456749784687 33.731070055118344, -118.29456968320325 33.730616308566184))",9939,9940,8380,012B197,17250,1401,1499,90731,1400,1498,90731,S,CABRILLO,AVE,,,,0844400,330.264757909,3,Collector Street,,CABRILLO AVE  \nStreet Designation: Collector Street
105,272,"MULTILINESTRING ((-118.3243199547376 33.727899911669134, -118.3244538449693 33.72793355164889, -118.32446128821144 33.72793518454005, -118.3244682510704 33.727936609780045, -118.32447525290873 33.72793792757899, -118.32448227491349 33.727939145143395, -118.32448932564301 33.72794026101896, -118.32449639651684 33.72794127093547, -118.32450348928637 33.72794218490607, -118.32451059360861 33.7279429857851, -118.32451772496492 33.727943690704414, -118.32452497068994 33.72794429513498, -118.32452933438738 33.727944611094074, -118.32556766082979 33.728014989709514))",9969,9968,9020,012B189,17271,2200,2298,90732,2201,2299,90732,W,BALERIA,DR,,,,0407800,382.63180455800006,4,Local Street,,BALERIA DR  \nStreet Designation: Local Street
106,273,"MULTILINESTRING ((-118.30416164964828 34.05260369064526, -118.3052294412578 34.05259844610659))",7513,7514,3875,129B193,12854,3133,3169,90006,3132,3168,90006,W,OLYMPIC,BLVD,,,,4044000,323.45133159200003,1,Major Highway - Class II,,OLYMPIC BLVD  \nStreet Designation: Major Highway - Class II
107,274,"MULTILINESTRING ((-118.3052294412578 34.05259844610659, -118.30631868481304 34.052593302299925))",7514,7516,3875,129B193,12856,3171,3199,90006,3170,3198,90006,W,OLYMPIC,BLVD,,,,4044100,329.949059004,1,Major Highway - Class II,,OLYMPIC BLVD  \nStreet Designation: Major Highway - Class II
108,275,"MULTILINESTRING ((-118.30904132561467 34.04940157592858, -118.30903994938556 34.04901687578123))",7559,7569,1610,129B193,12957,1201,1209,90006,1150,1198,90006,S,WESTERN,AVE,,,,5890900,140.000521495,0,,,
109,276,"MULTILINESTRING ((-118.33136520973659 34.05160166970718, -118.33264932683907 34.04836171893109))",7526,7572,3387,129B185,12961,1201,1299,90019,1200,1298,90019,S,QUEEN ANNE,PL,,,,4399300,1241.58863611,4,Local Street,,QUEEN ANNE PL  \nStreet Designation: Local Street
110,1,"MULTILINESTRING ((-118.43402597356894 33.95812124897791, -118.43345409787402 33.95727592377144, -118.43337753040821 33.95717729990449, -118.43329094309509 33.95708460702219, -118.43321489812958 33.95701520877965, -118.43313322301465 33.95695038759067, -118.43304632656073 33.95689048545979, -118.43295462750856 33.95683577279724, -118.43288296623668 33.95679831404801, -118.43278394794633 33.95675332521313, -118.43270733827686 33.95672341642585, -118.43254080908144 33.95666600502243))",143,84,6143,096B153,297,8621,8699,90293,8624,8698,90293,S,GULANA,AVE,,,,2369700,715.6137227039999,0,,,
111,2,"MULTILINESTRING ((-118.42810874432378 33.96141320414418, -118.42814765195797 33.96127332971008, -118.42818611005248 33.961162800390646, -118.4282337251627 33.96105477603878, -118.42830359275956 33.96092321701522, -118.42834184136103 33.96084299510723, -118.42836440488813 33.96078891647756, -118.42842361748038 33.96063206043388))",116,125,6027,096B157,311,8301,8399,90293,8300,8398,90045,S,HASTINGS,AVE,,,,2487400,300.45964232,4,Local Street,,HASTINGS AVE  \nStreet Designation: Local Street
112,3,"MULTILINESTRING ((-118.42495143360067 33.9606411406441, -118.42637012223712 33.96063744408394))",123,124,998,096B157,316,7369,7399,90045,7368,7398,90045,W,85TH,ST,,,,6693900,430.210680614,4,Local Street,,85TH ST  \nStreet Designation: Local Street
113,4,"MULTILINESTRING ((-118.3935241575899 33.95858053966495, -118.39316334284906 33.958298779105164))",137,146,2064,096B165,331,8701,8799,90045,8700,8798,90045,S,TRUXTON,AVE,,,,5386600,149.954772128,4,Local Street,,TRUXTON AVE  \nStreet Designation: Local Street
114,6,"MULTILINESTRING ((-118.38572560483838 33.95530435608226, -118.38632979989913 33.95532267221894))",218,217,5681,096B169,389,5901,5919,90045,5900,5918,90045,W,INTERCEPTOR,ST,,,,2773200,183.351278049,4,Local Street,,INTERCEPTOR ST  \nStreet Designation: Local Street
115,7,"MULTILINESTRING ((-118.38157803491337 33.95523113764912, -118.38157308320321 33.95378560968252))",222,223,3306,093B169,393,9001,9099,90045,9000,9098,90045,S,READING,AVE,,,,4458600,526.06117069,4,Local Street,,READING AVE  \nStreet Designation: Local Street
116,8,"MULTILINESTRING ((-118.37660235277015 33.94950757820762, -118.3769579388704 33.948731848016216, -118.37703855866386 33.94853056703802, -118.37710642283803 33.94832604563074, -118.37714691974607 33.94817985727784, -118.3771838386297 33.94801481145237, -118.37722778392352 33.94777488874365))",238,250,5653,093B173,442,9601,9799,90045,9600,9798,90045,S,ISIS,AVE,,,,2790400,660.6733884930001,4,Local Street,,ISIS AVE  \nStreet Designation: Local Street
117,9,"MULTILINESTRING ((-118.42640145344052 33.96141770545216, -118.42810874432378 33.96141320414418))",114,116,1002,096B157,126,7401,7499,90045,7400,7498,90045,W,83RD,ST,,,,6681400,517.723222237,3,Collector Street,,83RD ST  \nStreet Designation: Collector Street
