,ASSETID,the_geom,INT_ID_FRO,INT_ID_TO,STNUM,MAPSHEET,ID,ADRF,ADRT,ZIP_R,ADLF,ADLT,ZIP_L,TDIR,STNAME,STSFX,SFXDIR,STNAME_A,STSFX_A,SECT_ID,SHAPE_Leng,SYMBOL,STREET_DES,PLANNING_S,TOOLTIP
375,488,"MULTILINESTRING ((-118.27828768367274 33.98916632716949, -118.27828997528223 33.987894560302465, -118.27829172583986 33.98692319320838))",1416,1482,8504,108B201,21543,5821,5899,90003,5820,5898,90003,S,BROADWAY,,,,,0731000,816.324107463,1,Major Highway - Class II,,BROADWAY    \nStreet Designation: Major Highway - Class II
376,362,"MULTILINESTRING ((-118.35797115087647 34.028371535441416, -118.3589121739214 34.02862908688834))",4361,8001,3066,120B177,13826,5231,5259,90016,5230,5258,90016,W,ROSELAND,ST,,,,4614200,300.138412928,4,Local Street,,ROSELAND ST  \nStreet Designation: Local Street
377,489,"MULTILINESTRING ((-118.27680687619095 34.11487074774704, -118.27680556333097 34.11487284028601, -118.276796203837 34.11488723369565, -118.27678654275721 34.11490148897018, -118.27677658868095 34.114915601796376, -118.27676633987309 34.11492956788454, -118.27675579458443 34.114943378651425, -118.27674496832496 34.11495704121746, -118.27673384727674 34.114970539871166, -118.27672244693089 34.114983876008125, -118.27671077588134 34.11499704674619, -118.27669882549604 34.115010043518005, -118.27668660265789 34.11502286630769, -118.2766741142258 34.11503550794355, -118.27666136363653 34.11504796698639, -118.27664835260602 34.11506024200105, -118.27663508455664 34.115072327254836, -118.27662156117121 34.115084211294366, -118.27660788206136 34.115095836644144, -118.27659713272872 34.115104678785485, -118.27659349796457 34.11510761674272, -118.27657953821752 34.1151186759818, -118.27656505884164 34.1151297449955, -118.27655034475927 34.11514060702253, -118.27653540798228 34.11515125201706, -118.27652025023608 34.11516168140623, -118.27650532650011 34.11517158930625, -118.27589889508947 34.11556698944371))",14610,14609,6159,153A203,25015,3430,3498,90027,3431,3499,90027,N,GRIFFITH PARK,BLVD,,,,2362100,376.83058296900003,4,Local Street,,GRIFFITH PARK BLVD  \nStreet Designation: Local Street
378,490,"MULTILINESTRING ((-118.21858015308105 34.12576592472899, -118.21573618484938 34.126662753988406))",15214,15207,3627,157-5A221,25936,4500,4598,90041,4501,4599,90041,N,PAULHAN,AVE,,,,4246800,920.5121127560001,4,Local Street,,PAULHAN AVE  \nStreet Designation: Local Street
379,491,"MULTILINESTRING ((-118.20075778687475 34.123025419268984, -118.20052877901627 34.12385253433732, -118.20052502220047 34.123866123937916))",15243,15242,3560,156A227,25968,1700,1728,90042,1701,1729,90042,W,PHILLIPS,WAY,,,,4286400,313.95380869400003,4,Local Street,,PHILLIPS WAY  \nStreet Designation: Local Street
380,492,"MULTILINESTRING ((-118.20075778687475 34.123025419268984, -118.19979228952289 34.12284053157402))",15243,15249,3331,156A227,25974,5230,5298,90042,5231,5299,90042,N,RANGE VIEW,AVE,,,,4431500,299.860056277,4,Local Street,,RANGE VIEW AVE  \nStreet Designation: Local Street
381,493,"MULTILINESTRING ((-118.51383022384279 34.04875647326028, -118.51381984748886 34.04876908044963, -118.51380649115262 34.04878471727861, -118.51379281721606 34.04880015365886, -118.51377881022277 34.04881539251832, -118.5137644958834 34.04883042086688, -118.51375015781367 34.04884494553371, -118.51365309217151 34.048941541973356, -118.51364492943384 34.04894980320821, -118.5136372349647 34.0489578821201, -118.51362970795444 34.048966071952464, -118.51362235527158 34.04897437124495, -118.51361517860911 34.04898277569677, -118.51360817966007 34.04899128100726, -118.513601360135 34.04899988573787, -118.51359471833214 34.049008592758305, -118.5135882593481 34.04901739202861, -118.51358198835842 34.04902628638911, -118.51357590874915 34.049035267238246, -118.51357001708159 34.049044334590704, -118.51356431336461 34.04905348987773, -118.51355879925609 34.049062723073824, -118.51355348680904 34.04907203699026, -118.51354836738284 34.049081424507676, -118.51354344788123 34.04909088989047, -118.51353872305845 34.04910041884897, -118.51353419813404 34.04911002137935, -118.51352987817823 34.0491196831481, -118.51352576320865 34.04912940701762, -118.51352184977786 34.04913919157138, -118.51351814128073 34.04914902963896, -118.5135146428841 34.04915892262959, -118.51351135108787 34.04916886053984, -118.5135082693659 34.04917884907969, -118.51350539421814 34.04918887824571, -118.51350273424131 34.04919894800137, -118.51350028426874 34.04920905693746, -118.5134980459846 34.049219199321975, -118.51349601936272 34.04922937086152, -118.51349420956119 34.04923957153412, -118.51349260793056 34.0492497927895, -118.51349122483104 34.049260041739466, -118.51349005675361 34.049270306949424, -118.51348910540015 34.049280585549766, -118.51348836561282 34.04929087756245, -118.5134878459883 34.04930118295085, -118.51348753958787 34.04931149172621, -118.51348745153447 34.04932179814186, -118.51348757671408 34.049332109375605, -118.51348791681977 34.049342421126596, -118.51348847862359 34.04935271619174, -118.51348925190622 34.04936301035764, -118.51349024515898 34.04937328641378, -118.5134914567066 34.0493835515233, -118.51349287787335 34.049393792842274, -118.51349450868565 34.04940401466423, -118.513496361179 34.04941421693799, -118.51349837356044 34.04942413658624, -118.51352537449645 34.04955099316808, -118.51353035322303 34.04957554419728, -118.51353504049924 34.04960135305572, -118.513539189896 34.04962720856856, -118.5135427912021 34.04965312795353, -118.51354584945209 34.04967909115264, -118.51354836461041 34.049705092441286, -118.51355033152723 34.049731133272495, -118.51355175524591 34.04975719501938, -118.51355263058156 34.04978327341044, -118.51355296497564 34.049809740524886, -118.51355359003506 34.05010317882219, -118.51355358766189 34.050109795250926, -118.51355323120768 34.050134918548515, -118.51355236491932 34.05015989660114, -118.51355096548976 34.05018485402195, -118.51354905183133 34.05020979073058, -118.5135466101009 34.05023469247382, -118.51354364717547 34.05025955922246, -118.51354016465969 34.050284372364004, -118.51353615914958 34.05030913763772, -118.51353163740784 34.05033383640925, -118.51352659598659 34.050358467262015, -118.51352104171892 34.050383023010816, -118.51351497281469 34.05040749221375, -118.51350839441403 34.05043187198647, -118.5135001695581 34.05046001421816, -118.51345544088939 34.05060766052653))",13677,13676,1806,129B129,23502,1030,1098,90272,1031,1099,90272,N,VILLA GROVE,DR,,,,5724100,708.771896912,4,Local Street,,VILLA GROVE DR  \nStreet Designation: Local Street
382,494,"MULTILINESTRING ((-118.20961439430535 34.09663738322073, -118.20951302916079 34.09688409892859, -118.20951112725763 34.09688853603176, -118.20950889738351 34.09689321843599, -118.20950647466678 34.096897835340094, -118.20950386252998 34.096902379582275, -118.20950106268286 34.09690684686595, -118.20949807337627 34.096911225744705, -118.20949489977481 34.09691551764081, -118.20949286082549 34.09691812736051, -118.20933986911719 34.0971098862604))",15671,15670,6369,147A223,26362,4330,4398,90065,4331,4399,90065,N,GLENALBYN,DR,,,,2215100,192.487720448,4,Local Street,,GLENALBYN DR  \nStreet Designation: Local Street
383,495,"MULTILINESTRING ((-118.18402360915884 34.120788824783936, -118.18428645488034 34.12135735835875, -118.18430561840034 34.12139881485287))",15299,15296,6667,156A231,26408,6520,6544,90042,6521,6539,90042,N,FIGUEROA,ST,,,,1955200,237.830516224,2,Secondary Highway,,FIGUEROA ST  \nStreet Designation: Secondary Highway
384,496,"MULTILINESTRING ((-118.26881434458831 34.126009019389514, -118.26999966712643 34.1280886248581))",14529,16801,6480,157-5A205,28281,4101,4199,90039,4100,4198,90039,W,GARDEN,AVE,,,,2126300,837.5214302869999,4,Local Street,,GARDEN AVE  \nStreet Designation: Local Street
385,497,"MULTILINESTRING ((-118.23374583256991 34.1113388629743, -118.23360274982711 34.1116617458178, -118.23330476571847 34.11170771721227))",16811,15923,2210,153A217,28292,3300,3398,90065,3301,3399,90065,N,THE PASEO,,,,,5305300,216.968264954,4,Local Street,,THE PASEO    \nStreet Designation: Local Street
386,498,"MULTILINESTRING ((-118.51661452520098 34.04618456043149, -118.51771212902275 34.04601664308418))",13707,13708,8226,129B129,23534,14601,14627,90272,14600,14628,90272,W,CAREY,ST,,,,0962800,338.070705967,4,Local Street,,CAREY ST  \nStreet Designation: Local Street
387,499,"MULTILINESTRING ((-118.23403720630328 34.10191109634355, -118.2341177627153 34.102752287653495))",16816,16815,5655,148-5A217,28296,1951,1969,90065,1950,1968,90065,W,ISABEL,ST,,,,2789200,307.095122315,3,Collector Street,,ISABEL ST  \nStreet Designation: Collector Street
388,500,"MULTILINESTRING ((-118.23423911223111 34.100268075011556, -118.23290104093088 34.10104638334651))",16807,15801,2612,148-5A215,28316,2800,2898,90065,2801,2899,90065,N,SILVER,ST,,,,5006500,494.28550114800004,4,Local Street,,SILVER ST  \nStreet Designation: Local Street
389,501,"MULTILINESTRING ((-118.42969659448053 34.04934340902638, -118.42846443694276 34.0479146106128))",17047,17070,3605,129B157,28609,2001,2099,90025,2000,2098,90025,S,PELHAM,AVE,,,,4257700,640.064979471,4,Local Street,,PELHAM AVE  \nStreet Designation: Local Street
390,502,"MULTILINESTRING ((-118.25184480317893 34.10472289857712, -118.25098644725436 34.10565388699309))",14746,14727,6318,150A211,25145,2730,2848,90039,2731,2849,90039,N,GLENVIEW,AVE,,,,2244800,426.973127615,4,Local Street,,GLENVIEW AVE  \nStreet Designation: Local Street
391,503,"MULTILINESTRING ((-118.27336081199671 34.10405274393314, -118.27376766043463 34.104402786788555, -118.27390565490363 34.10452151723014))",14765,14764,2110,150A205,25159,3701,3719,90027,3700,3718,90027,W,TRACY,ST,,,,5366000,237.290880742,3,Collector Street,,TRACY ST  \nStreet Designation: Collector Street
392,512,"MULTILINESTRING ((-118.47989202214589 34.0541535383377, -118.47985578268771 34.05410532087193, -118.47981865820421 34.05405778386663, -118.47978053610366 34.05401078321779, -118.4797414337783 34.05396435320394, -118.4797013667121 34.05391849519387, -118.4796648167451 34.05387816335213))",14037,14041,8202,132B141,24056,243,247,90049,242,246,90049,S,CARMELINA,AVE,,,,0975000,121.62322993,4,Local Street,,CARMELINA AVE  \nStreet Designation: Local Street
393,569,"MULTILINESTRING ((-118.52060051200672 34.03485378324449, -118.52060033771592 34.03489678425894, -118.52059896009288 34.034951672245604, -118.52059640351399 34.03500744406983, -118.52059267082952 34.03506317659831, -118.52058777566475 34.03511884973539, -118.52058171442793 34.03517443916615, -118.52057448875574 34.035229932002586, -118.5205660951009 34.035285311085346, -118.5205565453966 34.035340560619616, -118.5205458429718 34.03539566341646, -118.52053398761068 34.035450585127776, -118.52052182615685 34.03550190154536, -118.52052089037328 34.035505675348304, -118.52042376109375 34.036056839498414))",13792,13790,2112,123B129,23947,432,458,90272,435,467,90272,N,TOYOPA,DR,,,,5365000,441.606141312,4,Local Street,,TOYOPA DR  \nStreet Designation: Local Street
394,570,"MULTILINESTRING ((-118.47947780537316 34.05368979236053, -118.48058044670151 34.05333067081052, -118.48065695374981 34.053305755512234))",14386,14387,2714,129B141,24553,300,348,90049,301,349,90049,S,SHADY,DR,,,,4929600,383.54272387300006,4,Local Street,,SHADY DR  \nStreet Designation: Local Street
395,1318,"MULTILINESTRING ((-118.4031090956541 34.1594026949816, -118.4031110185912 34.16021311921471))",35354,35353,3235,168B165,56203,4900,4928,91607,4901,4929,91607,N,RHODES,AVE,,,,4504500,294.928737433,4,Local Street,,RHODES AVE  \nStreet Designation: Local Street
396,504,"MULTILINESTRING ((-118.21123369051796 34.11627911818824, -118.21123744034664 34.11627448318481, -118.21124109368728 34.11626979825852, -118.21124465566594 34.116265049088476, -118.21124810397089 34.116260258612755, -118.21125145405625 34.116255413923604, -118.21125471455468 34.116250526455424, -118.21125785275407 34.116245589109525, -118.2112608961826 34.11624060040656, -118.21126383972879 34.1162355803921, -118.21126667303193 34.11623051477236, -118.21126939436779 34.11622540211927, -118.21127201755286 34.116220262445154, -118.21127452706442 34.11621508146539, -118.21127692806469 34.11620985917096, -118.21127921714832 34.11620460987961, -118.21128139944867 34.116199322132964, -118.21128341681887 34.116194137719816, -118.21128548294712 34.11618850096728, -118.21128727310794 34.11618328832767, -118.21128900601055 34.11617788830297, -118.21129062356249 34.116172464149834, -118.2112921292088 34.11616701729337, -118.21129351951892 34.11616155203318, -118.2112947927613 34.116156064078645, -118.21129595411979 34.1161505620079, -118.21129700014583 34.11614504296456, -118.21129792396 34.11613950839192, -118.21129873589767 34.11613396256538, -118.21129943250648 34.11612840119742, -118.21130001210557 34.11612284003404, -118.2113004746407 34.11611725760759, -118.21130081501116 34.11611167825713, -118.211301045244 34.11610609480563, -118.21130115329778 34.116100508705436, -118.21130114950047 34.11609492136958, -118.21130102525211 34.1160893342443, -118.21130078399413 34.11608374732365, -118.21130042574836 34.11607816919463, -118.21129995049662 34.11607259270138, -118.21129935482644 34.11606702929931, -118.2112986473199 34.116061470386356, -118.21129782284358 34.11605592742088, -118.21129688309667 34.116050391812905, -118.21129582122524 34.1160448750238, -118.21129464754628 34.116039374173255, -118.2112933569014 34.11603389070132, -118.2112919561735 34.11602842459608, -118.21129044020758 34.116022978728886, -118.21128880558041 34.116017560261625, -118.21128706775673 34.11601216058013, -118.21128520096194 34.11600679404132, -118.21128322926083 34.11600145058492, -118.21128114751298 34.115996138806835, -118.21127895399044 34.11599085584783, -118.21127664871133 34.11598560886375, -118.21127423509903 34.11598039069271, -118.21127171318246 34.115975212784114, -118.21126908295805 34.11597007370674, -118.21126634097713 34.115964970604345, -118.2112634993029 34.115959910611615, -118.21126054587218 34.1159548865938, -118.21125748760407 34.115949912850624, -118.21125432964266 34.115944982217194, -118.211251066833 34.11594009756482, -118.2112476991752 34.11593525889347, -118.211244237008 34.115930471909905, -118.21124066828277 34.115925735203966, -118.21123700161395 34.115921053054045, -118.21123324043577 34.115916422591816, -118.21122938475911 34.115911848110876, -118.21122542943267 34.115907333913675, -118.21122137959327 34.11590286997303, -118.21121723528074 34.11589847203175, -118.2112130033599 34.115894132922044, -118.21120867695141 34.11588985408706, -118.21120426640502 34.11588564552687, -118.21119976308816 34.115881495807315, -118.21119517732876 34.11587740634134, -118.2111905074531 34.115873395737346, -118.21118574825567 34.11586944683013, -118.21118091180682 34.115865569616936, -118.21117599294082 34.11586176267557, -118.21117099683056 34.11585803029057, -118.21116592346169 34.11585436673713, -118.21116077284498 34.11585077630892, -118.21115554327422 34.115847264733524, -118.21115024334215 34.11584382770241, -118.21114486962898 34.11584047380862, -118.2111394375996 34.115837194438086, -118.21113392661248 34.115833992489165, -118.2111283538785 34.11583086936302, -118.21112271597788 34.11582783365266, -118.21111701118272 34.1158248824987, -118.21111125150904 34.115822004430804, -118.21110543183087 34.115819213769605, -118.2110995504419 34.11581651624293, -118.21109361417447 34.1158138918022, -118.21108762306469 34.11581135475921, -118.21108158058288 34.11580891655733, -118.21107548323337 34.11580655573493, -118.21106934827044 34.11580429086723, -118.21106316361998 34.115802110525834, -118.21105692930007 34.115800021866676, -118.21105065563869 34.11579802630283, -118.21104433744833 34.115796113825105, -118.21103798682826 34.11579430588012, -118.21103159856571 34.1157925824404, -118.21102519335267 34.115790960644, -118.2110198541635 34.115789691919495, -118.21068460515546 34.115712250110185, -118.21067808853755 34.115710798800535, -118.21067084563467 34.11570929294039, -118.21066357030877 34.1157078944752, -118.21065626599412 34.11570660053648, -118.21064893613932 34.115705413980656, -118.21064158246148 34.11570433337349, -118.21063420840197 34.11570335870902, -118.21062681224367 34.11570249142145, -118.21061939914152 34.11570172863938, -118.21061197600724 34.115701081800225, -118.21060453420112 34.11570053660724, -118.21059708406905 34.11570010162947, -118.21058962732455 34.11569977400155, -118.21058216569192 34.11569955515168, -118.21057469916755 34.11569944364868, -118.21056723290994 34.115699438052374, -118.21055976178211 34.11569954838996, -118.21055230123453 34.11569976032275, -118.2105448409644 34.115700082455746, -118.21053739301678 34.115700514768015, -118.21052995566376 34.11570105440013, -118.21052252891243 34.11570170421447, -118.21051511445837 34.11570245418986, -118.21050771577168 34.11570331576965, -118.21050034144525 34.115704284645375, -118.21049298804115 34.11570536225418, -118.21048565727645 34.11570654716192, -118.21047835085753 34.1157078336409, -118.2104710705266 34.11570923027509, -118.21046383002783 34.11571072845363, -118.21045661044408 34.11571233250287, -118.2104494324276 34.115714043818095, -118.21044229252962 34.11571585954297, -118.21043519074668 34.11571777824629, -118.21042813395427 34.11571979705375, -118.21042111183175 34.11572191741455, -118.21041413814483 34.11572413930458, -118.21040721117275 34.115726462727, -118.21040033779842 34.115728887669725, -118.21039350427043 34.11573141988152, -118.21038674322843 34.11573403783775, -118.21038002718049 34.11573675732936, -118.21037337332305 34.11573957403287, -118.21036677821455 34.11574248795422, -118.21036024701368 34.11574549765336, -118.21035377971307 34.115748600267835, -118.21034737632361 34.115751800091225, -118.2103410437137 34.11575509138687, -118.21033477842037 34.11575846557373, -118.21032858564172 34.11576193695451, -118.21032246536332 34.11576549980463, -118.21031642272574 34.115769145528, -118.21031045775422 34.115772884142835, -118.21030457042353 34.115776705630935, -118.21029876590656 34.115780614276865, -118.2102930407404 34.11578460149958, -118.2102874035501 34.11578867587117, -118.21028185087275 34.115792828810555, -118.2102763861605 34.11579706460531, -118.21027101628546 34.11580137894989, -118.21026573090896 34.11580576613763, -118.2102605438111 34.11581023186927, -118.21025544638827 34.11581477615981, -118.21025044893966 34.11581938897301, -118.21024554631747 34.11582407604264, -118.21024074194881 34.11582883163796, -118.21023604444082 34.115833657175195, -118.21023010327944 34.11584002482965, -118.21022694417455 34.115843509533306, -118.21022255345055 34.11584853203975, -118.21021827301433 34.11585361875751, -118.21021409251998 34.11585876111743, -118.21021002232789 34.11586397341331, -118.21020605723625 34.11586923991128, -118.21020045358992 34.11587707823438, -118.21004115388568 34.11610606269743))",15418,15407,6718,154-5A223,26149,900,938,90042,901,939,90042,W,FARNAM,ST,,,,1919000,593.256754513,4,Local Street,,FARNAM ST  \nStreet Designation: Local Street
397,505,"MULTILINESTRING ((-118.22818286159838 34.114357312347, -118.22808788917949 34.11442984945668, -118.22808256918873 34.11443378952986, -118.22807710976262 34.11443770839825, -118.22807156751227 34.114441542982775, -118.22806594759193 34.114445290411375, -118.22806025004074 34.11444896499583, -118.22805447481574 34.11445255099313, -118.2280486253661 34.11445605125914, -118.22804269997506 34.114459467228315, -118.22803670724998 34.11446280031552, -118.22803064716362 34.11446604050253, -118.228024516294 34.11446919495172, -118.22801832151619 34.11447226078776, -118.22801206798054 34.11447523370737, -118.22800574710318 34.1144781208826, -118.22799936916135 34.114480905119876, -118.22799293075668 34.11448360216869, -118.22798644221338 34.11448621200944, -118.22797989833029 34.114488720340155, -118.22797329741408 34.11449113718228, -118.22796665321468 34.11449345678516, -118.22795995884942 34.114495679161735, -118.2279532194686 34.1144978000088, -118.22794643508792 34.11449982505097, -118.22793961258625 34.11450175284409, -118.22793274336014 34.11450358340445, -118.22792584287248 34.114505308115696, -118.22791890770527 34.11450693557141, -118.2279123557264 34.11450836909419, -118.22790110688963 34.114510678771836, -118.22788793830891 34.11451319529676, -118.22787468146866 34.11451552736384, -118.22786137590599 34.114517660586685, -118.22784802853108 34.11451960497057, -118.22783464277367 34.1145213562154, -118.2278212237804 34.11452290858678, -118.22780527372754 34.11452449721384, -118.22779425516855 34.1145254368039, -118.2277807949991 34.114526402462765, -118.22776727236182 34.11452717645911, -118.22775374573705 34.11452775009567, -118.22774019966201 34.114528131988614, -118.22772665475007 34.11452830921849, -118.22771310244077 34.114528297544425, -118.22769955647632 34.11452808835344, -118.2276860151323 34.11452768021755, -118.22767248358251 34.11452707742066, -118.22765896870207 34.11452627708733, -118.2276454705028 34.114525283511185, -118.22763199413122 34.11452409095784, -118.22761854820264 34.114522703704495, -118.22760512583825 34.114521123195395, -118.227591752837 34.11451934508836, -118.22757841201135 34.11451737657173, -118.22756511022479 34.114515210476654, -118.2275522795942 34.114512927567084, -118.22751219277785 34.11450361017702, -118.22750787435837 34.11450254778077, -118.22749854876224 34.1145002482487, -118.22748497649519 34.11449669440507, -118.2274714880021 34.11449294146759, -118.22745807469133 34.11448899374599, -118.22744475033238 34.11448485264562, -118.22743150804254 34.11448051817938, -118.2274183667573 34.11447599317416, -118.22740531786559 34.11447127478368, -118.22739236827351 34.114466371582225, -118.22737953001436 34.11446127925354, -118.22737111143981 34.11445778869077))",15453,15452,5164,153A217,26178,3776,3798,90065,3777,3799,90065,N,LAVELL,DR,,,,3153400,268.469782125,4,Local Street,,LAVELL DR  \nStreet Designation: Local Street
398,506,"MULTILINESTRING ((-118.54823048057362 34.044791131876444, -118.54864658708138 34.04436450096853, -118.5486548553383 34.04435588193574, -118.54866293366153 34.04434713925108, -118.54867082895615 34.04433827717696, -118.5486785361208 34.04432930432374, -118.54868605861276 34.04432022353806, -118.54869338612606 34.04431103629808, -118.5487005186701 34.04430174403496, -118.54870745792658 34.04429234101632, -118.54871419540271 34.04428284302397, -118.54872073453693 34.04427325004223, -118.5487270667425 34.044263563541485, -118.54873320408224 34.04425378776045, -118.54873913621279 34.04424391845258, -118.54874485290311 34.04423396854521, -118.54875036276832 34.04422394086162, -118.54875566062255 34.04421383113176, -118.54876074821328 34.044203643641396, -118.54876562044859 34.044193388431985, -118.5487702807295 34.04418305976338, -118.54877471708708 34.044172667708345, -118.54877893983684 34.04416221222005, -118.54878293866349 34.0441516933454, -118.54878672052847 34.04414112393356, -118.5487902699119 34.044130496899065, -118.54879360923883 34.04411982358962, -118.54879671957917 34.04410910122886, -118.54879960439018 34.04409833266356, -118.54880226546625 34.044087529335116, -118.54880468901614 34.04407668558142, -118.5488069008846 34.04406580987221, -118.54880887356416 34.04405490233258, -118.54881062081807 34.04404396433113, -118.54881213929244 34.04403300876388, -118.5488134255207 34.04402203135302, -118.5488144778214 34.04401103783102, -118.54881530305262 34.04400002530431, -118.54881589613197 34.04398900524556, -118.54881626739356 34.043977980470274, -118.54881639446891 34.043966948217616, -118.54881629979242 34.04395592126638, -118.54881596784429 34.043944892531286, -118.5488154073145 34.04393387628467, -118.54881461469911 34.04392286252412, -118.54881359539048 34.04391188700506, -118.54878597855406 34.0437144771302))",13725,13738,4636,126B121,23564,16933,16949,90272,16932,16948,90272,S,MARQUEZ,AVE,,,,3514900,448.93139115800005,3,Collector Street,,MARQUEZ AVE  \nStreet Designation: Collector Street
399,507,"MULTILINESTRING ((-118.41928634015358 34.04184455439986, -118.4191873054347 34.04172533385795))",17141,17623,3420,126B161,29634,2501,2517,90064,2500,2516,90064,S,PROSSER,AVE,,,,4381200,52.7499779111,4,Local Street,,PROSSER AVE  \nStreet Designation: Local Street
400,508,"MULTILINESTRING ((-118.28522031558624 34.10179787193115, -118.28522273376153 34.102705007743204))",14802,14786,7780,148-5A201,25193,1700,1748,90027,1701,1749,90027,N,COMMONWEALTH,AVE,,,,1310500,330.124542616,4,Local Street,,COMMONWEALTH AVE  \nStreet Designation: Local Street
401,509,"MULTILINESTRING ((-118.24556555498893 34.099261983935975, -118.24400074959182 34.100358485858266))",14848,14830,8833,148-5A213,25229,2700,2798,90039,2701,2799,90039,N,BENEDICT,ST,,,,0537600,619.395130753,4,Local Street,,BENEDICT ST  \nStreet Designation: Local Street
402,510,"MULTILINESTRING ((-118.52042376109375 34.036056839498414, -118.52103696093867 34.03576857972399, -118.52107684895608 34.03575057488624, -118.52111711373503 34.03573316951118, -118.52115773623287 34.035716342212616, -118.52119870108571 34.03570011023097, -118.52122900447131 34.035688638620016, -118.52124000142682 34.035684475026706, -118.52128162867946 34.03566943949887, -118.52132356228711 34.0356550151855, -118.52136578848013 34.03564119928327, -118.52140830215565 34.03562800040113, -118.52145107927448 34.03561542293623, -118.52148473775362 34.03560607354514, -118.5214941198107 34.03560346259473, -118.52153740325241 34.035592138070555, -118.52158091406663 34.035581439412184, -118.5216246488874 34.03557137808343, -118.52166858016626 34.03556194704715, -118.52171271143143 34.03555316059986, -118.52175701343319 34.0355450145741, -118.52180148448915 34.035537514701794, -118.52184609883236 34.03553066395644, -118.52189085471791 34.03552445805192, -118.52193573158964 34.03551890852648, -118.52198072251882 34.035514006822766, -118.52202580865038 34.035509761609376, -118.52207097453186 34.035506175815335, -118.5221162046302 34.035503239489465, -118.52216150247395 34.035500966928346, -118.52220682503426 34.035499349730856, -118.52225218437233 34.03549839213835, -118.52229755470344 34.03549809426238, -118.52234292224952 34.035498451868904, -118.52238827846983 34.0354994735821, -118.52243360440237 34.03550115089686, -118.52247889147966 34.035503488143895, -118.52252412079328 34.03550648540505, -118.52288576309552 34.035535724792055))",13790,13791,9337,123B129,23616,14911,14999,90272,14912,14998,90272,W,ALVA,DR,,,,0129800,790.8119463319999,4,Local Street,,ALVA DR  \nStreet Designation: Local Street
403,511,"MULTILINESTRING ((-118.48295426284385 34.055284469736286, -118.48354982283247 34.05509048685852))",14014,14017,1230,132B141,24034,12601,12699,90049,12600,12698,90049,W,4TH ANITA,DR,,,,6238900,193.71695502900002,4,Local Street,,4TH ANITA DR  \nStreet Designation: Local Street
404,548,"MULTILINESTRING ((-118.28001845010773 34.108338705494596, -118.28172868542974 34.10833735946326))",14698,15005,2110,150B201,25476,4101,4199,90027,4100,4198,90027,W,TRACY,ST,,,,5366700,517.7040091069999,3,Collector Street,,TRACY ST  \nStreet Designation: Collector Street
405,513,"MULTILINESTRING ((-118.25579922447274 34.09785754364825, -118.25579730990914 34.097859296609194, -118.25579040761528 34.09786541951784, -118.25578338286455 34.09787144107125, -118.25577621845775 34.097877362736895, -118.25576894876697 34.09788317299255, -118.25576155145824 34.09788888190386, -118.25575403853028 34.097894475133465, -118.25574640657737 34.097899964138065, -118.25573865901838 34.097905341754455, -118.25573079929399 34.09791060797532, -118.25572283426376 34.09791575563023, -118.25571475877544 34.097920787592436, -118.25570658141757 34.097925699550174, -118.25569830048741 34.09793049723174, -118.2556885660009 34.09793590767338, -118.25568141925598 34.09793973261049, -118.25567287394043 34.09794414872348, -118.25566421301455 34.09794845201694, -118.25565546396025 34.097952628120744, -118.25564662504848 34.09795667417627, -118.25563770834363 34.09796059731385, -118.25562870176381 34.097964384678335, -118.25561962253893 34.09796804482043, -118.25561047235435 34.09797156628705, -118.25560124264769 34.09797496197693, -118.25559194713368 34.09797821611806, -118.25558257725005 34.09798134160913, -118.25557315361036 34.0979843283883, -118.25556366074467 34.09798718078173, -118.25555411408367 34.097989881582656, -118.25554451028293 34.09799246228417, -118.25553485783493 34.09799488708863, -118.25552473217057 34.09799727425116, -118.25551710613138 34.09799907649694, -118.25550910914228 34.09800109134205, -118.25550115207083 34.09800322059699, -118.25549323834898 34.098005461392155, -118.2554853766177 34.09800782658994, -118.25547756339272 34.09801030188583, -118.25546980728001 34.09801288869289, -118.25546210140692 34.09801558988803, -118.25545445607376 34.09801839829349, -118.25544686785715 34.09802131964132, -118.25543934535894 34.09802435391335, -118.25543189027323 34.09802749251881, -118.2554244957273 34.09803073833477, -118.25541717377234 34.098034094198, -118.25540992611563 34.098037555811395, -118.25540274930323 34.09804111888873, -118.25539564506869 34.09804478771991, -118.255388623721 34.09804855798953, -118.25538168009905 34.09805242970864, -118.25537482108426 34.0980564028626, -118.2553680397952 34.098060477466014, -118.2553613534048 34.09806464346432, -118.25535474990556 34.098068912332366, -118.25534816405495 34.098073327143574, -118.25519042280575 34.09818189946752))",14874,14875,2603,147A209,25251,2300,2398,90039,2301,2399,90039,N,SILVER RIDGE,WAY,,,,5006400,221.346944302,4,Local Street,,SILVER RIDGE WAY  \nStreet Designation: Local Street
